"Desc","Link","Make","Model","Year","Engine.Cap","Transm","Mileage","Color","Car.Type","Updated","Price"
"2007 - Perodua Myvi (M) SXI 1.3 ","/used-cars/2487527/2007-perodua-myvi-m-sxi-1-3-.html","Perodua","Myvi","2007","-","Manual",80000,"Others","UsedCar",2015-11-23,20000
"2007 - Perodua Myvi 1.3 SXI","/used-cars/2481722/2007-perodua-myvi-1-3-sxi.html","Perodua","Myvi","2007","-","Manual",80000,"Grey","UsedCar",2015-11-19,20000
"2007 - Perodua Myvi 1.3 SE","/used-cars/2553429/2007-perodua-myvi-1-3-se.html","Perodua","Myvi","2007","-","Automatic",80000,"Black","UsedCar",2015-10-27,24000
"2007 - Perodua Myvi 1.3 EZI","/used-cars/2535561/2007-perodua-myvi-1-3-ezi.html","Perodua","Myvi","2007","-","Automatic",80000,"Black","UsedCar",2015-11-26,27300
"2007 - Perodua Myvi 1.3 EZi","/used-cars/2509547/2007-perodua-myvi-1-3-ezi.html","Perodua","Myvi","2007","-","Automatic",84000,"Grey","UsedCar",2015-10-01,21800
"2007 - Perodua Myvi 1.3 EZI","/used-cars/2267204/2007-perodua-myvi-1-3-ezi.html","Perodua","Myvi","2007","-","Automatic",90000,"Black","UsedCar",2015-06-01,22800
"2007 - Perodua Myvi 1.3 EZI","/used-cars/2267158/2007-perodua-myvi-1-3-ezi.html","Perodua","Myvi","2007","-","Automatic",80000,"White","UsedCar",2015-05-08,22800
"2006 - Perodua Myvi (M) 1.3 SXI ","/used-cars/2520359/2006-perodua-myvi-m-1-3-sxi-.html","Perodua","Myvi","2006","-","Manual",120000,"Silver","UsedCar",2015-11-04,18800
"2006 - Perodua Myvi 1.3 Passo","/used-cars/2553814/2006-perodua-myvi-1-3-passo.html","Perodua","Myvi","2006","-","Automatic",90000,"White","UsedCar",2015-10-28,27000
"2006 - Perodua Myvi (A) 1.3 ","/used-cars/2521534/2006-perodua-myvi-a-1-3-.html","Perodua","Myvi","2006","-","Automatic",10000,"Black","UsedCar",2015-10-29,24000
"2006 - Perodua Myvi (A) 1.3 Ezi ","/used-cars/2488731/2006-perodua-myvi-a-1-3-ezi-.html","Perodua","Myvi","2006","-","Automatic",90000,"Others","UsedCar",2015-11-16,19800
"2006 - Perodua Myvi 1.3 EZI","/used-cars/2468432/2006-perodua-myvi-1-3-ezi.html","Perodua","Myvi","2006","-","Automatic",168000,"Silver","UsedCar",2015-09-07,19800
"2006 - Perodua Myvi (A) 1.3 EZ ","/used-cars/2440565/2006-perodua-myvi-a-1-3-ez-.html","Perodua","Myvi","2006","-","Automatic",90000,"Others","UsedCar",2015-11-26,20000
"2006 - Perodua Myvi (A) 1.3 EZ","/used-cars/2399357/2006-perodua-myvi-a-1-3-ez.html","Perodua","Myvi","2006","-","Automatic",128000,"Others","UsedCar",2015-07-28,19800
"2005 - Perodua Myvi 1.3","/used-cars/2553446/2005-perodua-myvi-1-3.html","Perodua","Myvi","2005","-","Automatic",100000,"Others","UsedCar",2015-10-27,19000
"2006 - Perodua Kenari (M) 1.0 ","/used-cars/2468624/2006-perodua-kenari-m-1-0-.html","Perodua","Kenari","2006","-","Manual",130213,"Others","UsedCar",2015-11-03,13600
"2006 - Perodua Kenari 1.0","/used-cars/2424839/2006-perodua-kenari-1-0.html","Perodua","Kenari","2006","-","Automatic",4389,"Silver","UsedCar",2015-11-03,16600
"2005 - Perodua Kenari 1.0","/used-cars/2473109/2005-perodua-kenari-1-0.html","Perodua","Kenari","2005","-","Manual",100000,"White","UsedCar",2015-11-16,13700
"2005 - Perodua Kenari (A) 1.0 ","/used-cars/2605041/2005-perodua-kenari-a-1-0-.html","Perodua","Kenari","2005","-","Automatic",100000,"White","UsedCar",2015-11-24,11999
"2005 - Perodua Kenari 1.0","/used-cars/2553872/2005-perodua-kenari-1-0.html","Perodua","Kenari","2005","-","Automatic",100000,"Others","UsedCar",2015-10-28,15000
"2005 - Perodua Kenari (A) 1.0 GX","/used-cars/2401824/2005-perodua-kenari-a-1-0-gx.html","Perodua","Kenari","2005","-","Automatic",178000,"Others","UsedCar",2015-11-17,17800
"2004 - Perodua Kenari Aerosport (A) 1.0 ","/used-cars/2604998/2004-perodua-kenari-aerosport-a-1-0-.html","Perodua","Kenari","2004","-","Automatic",110000,"Black","UsedCar",2015-11-24,12999
"2004 - Perodua Kenari 1.0","/used-cars/2463901/2004-perodua-kenari-1-0.html","Perodua","Kenari","2004","-","Automatic",102000,"Others","UsedCar",2015-11-18,14800
"2004 - Perodua Kenari (A) 1.0 ","/used-cars/2401819/2004-perodua-kenari-a-1-0-.html","Perodua","Kenari","2004","-","Automatic",205000,"Others","UsedCar",2015-11-17,12800
"2003 - Perodua Kenari 1.0 (M)","/used-cars/2286200/2003-perodua-kenari-1-0-m-.html","Perodua","Kenari","2003","-","Manual",120000,"Others","UsedCar",2015-12-01,10800
"2002 - Perodua Kenari 1.0 (A)","/used-cars/2581109/2002-perodua-kenari-1-0-a-.html","Perodua","Kenari","2002","-","Automatic",130000,"Grey","UsedCar",2015-11-12,13000
"2003 - Perodua Kembara (A) 1.3 EZ","/used-cars/2440297/2003-perodua-kembara-a-1-3-ez.html","Perodua","Kembara","2003","-","Automatic",10000,"Others","UsedCar",2015-10-29,13800
"2002 - Perodua Kembara (A) 1.3 ","/used-cars/2495044/2002-perodua-kembara-a-1-3-.html","Perodua","Kembara","2002","-","Automatic",140000,"Black","UsedCar",2015-11-16,12700
"2002 - Perodua Kembara (A) 1.3 EZ ","/used-cars/2369990/2002-perodua-kembara-a-1-3-ez-.html","Perodua","Kembara","2002","-","Automatic",237721,"Others","UsedCar",2015-11-17,10300
"2001 - Perodua Kembara 1.3","/used-cars/2463866/2001-perodua-kembara-1-3.html","Perodua","Kembara","2001","-","Manual",130000,"Others","UsedCar",2015-09-04,9900
"2001 - Perodua Kembara 1.3","/used-cars/2516297/2001-perodua-kembara-1-3.html","Perodua","Kembara","2001","-","Automatic",211426,"Others","UsedCar",2015-11-03,9700
"2000 - Perodua Kembara (A) 1.3 ","/used-cars/2403895/2000-perodua-kembara-a-1-3-.html","Perodua","Kembara","2000","-","Automatic",150000,"Others","UsedCar",2015-07-30,8000
"1999 - Perodua Kembara (M) 1.3 ","/used-cars/2440162/1999-perodua-kembara-m-1-3-.html","Perodua","Kembara","1999","-","Manual",10000,"Others","UsedCar",2015-10-29,9800
"2006 - Perodua Kelisa 1.0 (M)","/used-cars/2590864/2006-perodua-kelisa-1-0-m-.html","Perodua","Kelisa","2006","-","Manual",100000,"White","UsedCar",2015-11-18,18693
"2005 - Perodua Kelisa (M) 1.0 GX ","/used-cars/2440025/2005-perodua-kelisa-m-1-0-gx-.html","Perodua","Kelisa","2005","-","Manual",10000,"Others","UsedCar",2015-10-29,16000
"2005 - Perodua Kelisa 1.0 (A)","/used-cars/2590775/2005-perodua-kelisa-1-0-a-.html","Perodua","Kelisa","2005","-","Automatic",100000,"Others","UsedCar",2015-11-17,19786
"2003 - Perodua Kelisa 1.0","/used-cars/2451401/2003-perodua-kelisa-1-0.html","Perodua","Kelisa","2003","-","Automatic",269720,"Others","UsedCar",2015-11-13,13900
"2005 - Perodua Kancil (M) 660.0 ","/used-cars/2388935/2005-perodua-kancil-m-660-0-.html","Perodua","Kancil","2005","-","Manual",110000,"Others","UsedCar",2015-08-13,7000
"2003 - Perodua Kancil (A) 850.0 EZI Twin Cam Original ","/used-cars/2521569/2003-perodua-kancil-a-850-0-ezi-twin-cam-original-.html","Perodua","Kancil","2003","-","Automatic",10000,"Silver","UsedCar",2015-10-29,10800
"2002 - Perodua Kancil (M) 850.0 ","/used-cars/2403890/2002-perodua-kancil-m-850-0-.html","Perodua","Kancil","2002","-","Manual",140000,"Others","UsedCar",2015-07-30,8000
"2001 - Perodua Kancil 660","/used-cars/2364531/2001-perodua-kancil-660.html","Perodua","Kancil","2001","-","Manual",257000,"White","UsedCar",2015-07-02,5800
"2001 - Perodua Kancil 660 EX","/used-cars/2451315/2001-perodua-kancil-660-ex.html","Perodua","Kancil","2001","-","Automatic",138212,"Others","UsedCar",2015-11-13,7700
"2001 - Perodua Kancil 650","/used-cars/2451251/2001-perodua-kancil-650.html","Perodua","Kancil","2001","-","Automatic",220000,"Others","UsedCar",2015-11-13,7600
"1999 - Perodua Kancil 660 EX","/used-cars/2451373/1999-perodua-kancil-660-ex.html","Perodua","Kancil","1999","-","Manual",344169,"Others","UsedCar",2015-11-13,5700
"1998 - Perodua Kancil 850 EZ","/used-cars/2451364/1998-perodua-kancil-850-ez.html","Perodua","Kancil","1998","-","Automatic",256895,"Others","UsedCar",2015-11-13,7400
"1998 - Perodua Kancil 850 EZ","/used-cars/2451358/1998-perodua-kancil-850-ez.html","Perodua","Kancil","1998","-","Automatic",189755,"White","UsedCar",2015-11-13,7400
"1997 - Perodua Kancil 850","/used-cars/2554027/1997-perodua-kancil-850.html","Perodua","Kancil","1997","-","Automatic",180000,"Others","UsedCar",2015-10-28,10888
"2013 - Perodua Alza 1.5 Sxi","/used-cars/2364497/2013-perodua-alza-1-5-sxi.html","Perodua","Alza","2013","-","Manual",18000,"White","UsedCar",2015-07-02,43800
"2013 - Perodua Alza 1.5 EZ (A)","/used-cars/2590885/2013-perodua-alza-1-5-ez-a-.html","Perodua","Alza","2013","-","Automatic",20000,"Others","UsedCar",2015-11-18,42360
"2013 - Perodua Alza (A) 1.5 ","/used-cars/2589340/2013-perodua-alza-a-1-5-.html","Perodua","Alza","2013","-","Automatic",16000,"Others","UsedCar",2015-11-17,45000
"2013 - Perodua Alza 1.5 EZi","/used-cars/2364522/2013-perodua-alza-1-5-ezi.html","Perodua","Alza","2013","-","Automatic",19000,"Others","UsedCar",2015-07-02,43800
"2012 - Perodua Alza 1.5 (A)","/used-cars/2607959/2012-perodua-alza-1-5-a-.html","Perodua","Alza","2012","-","Automatic",30000,"White","UsedCar",2015-11-25,46800
"2012 - Perodua Alza 1.5 EZI","/used-cars/2554012/2012-perodua-alza-1-5-ezi.html","Perodua","Alza","2012","-","Automatic",30000,"White","UsedCar",2015-10-28,44888
"2012 - Perodua Alza (A) 1.5 EZI ","/used-cars/2440502/2012-perodua-alza-a-1-5-ezi-.html","Perodua","Alza","2012","-","Automatic",30000,"Others","UsedCar",2015-11-26,46000
"2012 - Perodua Alza (A) 1.5 ","/used-cars/2403913/2012-perodua-alza-a-1-5-.html","Perodua","Alza","2012","-","Automatic",30000,"Others","UsedCar",2015-07-30,46000
"2011 - Perodua Alza (A) 1.5 EZi ","/used-cars/2540581/2011-perodua-alza-a-1-5-ezi-.html","Perodua","Alza","2011","-","Automatic",40000,"White","UsedCar",2015-11-26,44000
"2011 - Perodua Alza (A) 1.5 EZi ","/used-cars/2528672/2011-perodua-alza-a-1-5-ezi-.html","Perodua","Alza","2011","-","Automatic",40000,"Silver","UsedCar",2015-11-26,46500
"2011 - Perodua Alza (A) 1.5 EZi ","/used-cars/2528666/2011-perodua-alza-a-1-5-ezi-.html","Perodua","Alza","2011","-","Automatic",40000,"Black","UsedCar",2015-11-26,48500
"2010 - Perodua Alza 1.5 (A)","/used-cars/2590683/2010-perodua-alza-1-5-a-.html","Perodua","Alza","2010","-","Automatic",50000,"Silver","UsedCar",2015-11-17,39306
"2010 - Perodua Alza 1.5 (A)","/used-cars/2581062/2010-perodua-alza-1-5-a-.html","Perodua","Alza","2010","-","Automatic",70000,"White","UsedCar",2015-11-12,37800
"2010 - Perodua Alza 1.5 EZI","/used-cars/2554029/2010-perodua-alza-1-5-ezi.html","Perodua","Alza","2010","-","Automatic",50000,"Others","UsedCar",2015-10-28,39888
"2010 - Perodua Alza (A) 1.5 EZI ","/used-cars/2433383/2010-perodua-alza-a-1-5-ezi-.html","Perodua","Alza","2010","-","Automatic",49000,"Others","UsedCar",2015-08-18,42800
"2001 - Perodua Kancil 660 L2 Turbo","/used-cars/2522826/2001-perodua-kancil-660-l2-turbo.html","Perodua","Kancil","2001","-","Automatic",140000,"Others","UsedCar",2015-12-09,6800
"2007 - Perodua Viva 850","/used-cars/2522790/2007-perodua-viva-850.html","Perodua","Viva","2007","-","Manual",80000,"White","UsedCar",2015-12-09,14800
"2006 - Perodua Kelisa 1.0","/used-cars/2522778/2006-perodua-kelisa-1-0.html","Perodua","Kelisa","2006","-","Manual",90000,"White","UsedCar",2015-12-09,15800
"2001 - Perodua Kelisa 1.0","/used-cars/2522781/2001-perodua-kelisa-1-0.html","Perodua","Kelisa","2001","-","Automatic",140000,"White","UsedCar",2015-12-09,11700
"2009 - Perodua Myvi 1.3 EZI","/used-cars/2522735/2009-perodua-myvi-1-3-ezi.html","Perodua","Myvi","2009","-","Automatic",60000,"White","UsedCar",2015-12-09,29800
"2013 Perodua Myvi M600 1.3 SE Hatchback","/used-cars/2627027/2013-perodua-myvi-m600-1-3-se-hatchback.html","Perodua","Myvi","2013","1298cc","Automatic",67500,"Silver","UsedCar",2015-12-12,36500
"2006 Perodua Kancil L200 TURBO 850 Hatchback","/used-cars/2466869/2006-perodua-kancil-l200-turbo-850-hatchback.html","Perodua","Kancil","2006","847cc","Automatic",2500,"Silver","UsedCar",2015-09-06,7200
"2009 Perodua Viva 989 EZ Hatchback","/used-cars/2421510/2009-perodua-viva-989-ez-hatchback.html","Perodua","Viva","2009","989cc","Automatic",92500,"Silver","UsedCar",2015-08-12,16888
"2009 Perodua Viva E.Z(A)","/used-cars/2433960/2009-perodua-viva-e-z-a-.html","Perodua","Viva","2009","-","Automatic",92500,"Blue","UsedCar",2015-10-08,19888
" Perodua Viva 1.0 ELITE (A) FULL SPEC , FULL LOAN","/used-cars/2468358/-perodua-viva-1-0-elite-a-full-spec-full-loan.html","Perodua","Viva","2009","989cc","Automatic",97500,"Blue","UsedCar",2015-10-02,17800
"Perodua MyVi 1.3 (A) FULL SE BODYKIT , FULL LOAN","/used-cars/2470744/perodua-myvi-1-3-a-full-se-bodykit-full-loan.html","Perodua","Myvi","2007","1298cc","Automatic",77500,"Silver","UsedCar",2015-09-15,20800
" Perodua MyVi 1.3 (A) FULL SE BODYKIT - 80KM  ","/used-cars/2467372/-perodua-myvi-1-3-a-full-se-bodykit-80km-.html","Perodua","Myvi","2006","1298cc","Automatic",77500,"Silver","UsedCar",2015-09-07,20800
"Perodua Kenari 1.0 (A) LIKE NEW , FULL LOAN","/used-cars/2467638/perodua-kenari-1-0-a-like-new-full-loan.html","Perodua","Kenari","2006","989cc","Automatic",87500,"Silver","UsedCar",2015-09-07,14800
"Perodua MyVi EZI 1.3 (A) FULL SPEC ,LIKE NEW","/used-cars/2466779/perodua-myvi-ezi-1-3-a-full-spec-like-new.html","Perodua","Myvi","2009","1298cc","Automatic",82500,"Blue","UsedCar",2015-09-07,22800
"2006 Perodua Kancil 850 EZ (Auto) ","/used-cars/2636955/2006-perodua-kancil-850-ez-auto-.html","Perodua","Kancil","2006","-","Automatic",112500,"Gold","UsedCar",2015-12-12,11900
"2013 Perodua Myvi M600 1.3 SE Hatchback","/used-cars/2636778/2013-perodua-myvi-m600-1-3-se-hatchback.html","Perodua","Myvi","2013","1298cc","Automatic",82500,"Red","UsedCar",2015-12-12,33000
"2008 - Perodua Viva 850 (M)","/used-cars/2633679/2008-perodua-viva-850-m-.html","Perodua","Viva","2008","-","Manual",70000,"White","UsedCar",2015-12-10,15500
"2006 Perodua Myvi M300 1.3 SXi Hatchback","/used-cars/2636339/2006-perodua-myvi-m300-1-3-sxi-hatchback.html","Perodua","Myvi","2006","1298cc","Manual",102500,"Black","UsedCar",2015-12-12,16500
"2011 - Perodua Viva 1.0 Elite (A)","/used-cars/2633661/2011-perodua-viva-1-0-elite-a-.html","Perodua","Viva","2011","-","Automatic",40000,"White","UsedCar",2015-12-10,19888
"2010 - Perodua Viva 850 (A)","/used-cars/2633667/2010-perodua-viva-850-a-.html","Perodua","Viva","2010","-","Automatic",50000,"White","UsedCar",2015-12-10,15888
"2013 - Perodua Viva 1.0 (A)","/used-cars/2633652/2013-perodua-viva-1-0-a-.html","Perodua","Viva","2013","-","Automatic",20000,"Black","UsedCar",2015-12-10,23888
"2008 Perodua Myvi","/used-cars/2635377/2008-perodua-myvi.html","Perodua","Myvi","2008","-","Automatic",137500,"Black","UsedCar",2015-12-11,18900
"2005 - Perodua Kelisa 850 (M)","/used-cars/2635347/2005-perodua-kelisa-850-m-.html","Perodua","Kelisa","2005","-","Manual",105944,"Silver","UsedCar",2015-12-11,9500
"2007 Perodua Myvi M300 1.3 SXi Hatchback","/used-cars/2634696/2007-perodua-myvi-m300-1-3-sxi-hatchback.html","Perodua","Myvi","2007","1298cc","Manual",107500,"Grey","UsedCar",2015-12-11,17999
"2007 Perodua Myvi 1.3 SE Hatchback","/used-cars/2390143/2007-perodua-myvi-1-3-se-hatchback.html","Perodua","Myvi","2007","1298cc","Automatic",72500,"White","UsedCar",2015-07-21,26888
"2004 Perodua Kelisa 1.0 EZL Auto Limited Edition ","/used-cars/2443707/2004-perodua-kelisa-1-0-ezl-auto-limited-edition-.html","Perodua","Kelisa","2004","989cc","Automatic",142500,"Silver","UsedCar",2015-08-23,16800
"2006 - Perodua Myvi (A) 1.3 ","/used-cars/2433271/2006-perodua-myvi-a-1-3-.html","Perodua","Myvi","2006","-","Automatic",142000,"Others","UsedCar",2015-12-10,18800
"2009 - Perodua Myvi (A) 1.3 SE","/used-cars/2433272/2009-perodua-myvi-a-1-3-se.html","Perodua","Myvi","2009","-","Automatic",93000,"Others","UsedCar",2015-12-10,30800
"2004 - Perodua Kenari (A) 1.0 ","/used-cars/2433243/2004-perodua-kenari-a-1-0-.html","Perodua","Kenari","2004","-","Automatic",352000,"Others","UsedCar",2015-12-10,12800
"2006 - Perodua Kancil (A) 850.0 EZ","/used-cars/2433250/2006-perodua-kancil-a-850-0-ez.html","Perodua","Kancil","2006","-","Automatic",142000,"Others","UsedCar",2015-12-10,12800
"2005 - Perodua Kenari (M) 1.0 ","/used-cars/2433246/2005-perodua-kenari-m-1-0-.html","Perodua","Kenari","2005","-","Manual",110000,"Others","UsedCar",2015-12-10,11800
"2004 Kembara 1.3(Manual) ","/used-cars/2464934/2004-kembara-1-3-manual-.html","Perodua","Kembara","2004","-","Manual",152500,"Silver","UsedCar",2015-09-11,12800
"2003 Kembara 1.3(AUTO)","/used-cars/2465318/2003-kembara-1-3-auto-.html","Perodua","Kembara","2003","1298cc","Automatic",152500,"Silver","UsedCar",2015-09-11,14800
"2012 Perodua Alza 1.5(A) EZi","/used-cars/2388458/2012-perodua-alza-1-5-a-ezi.html","Perodua","Alza","2012","1495cc","Automatic",17500,"Silver","UsedCar",2015-09-11,43800
"2007 Perodua Viva 1.0 (M) Blist OK","/used-cars/2391136/2007-perodua-viva-1-0-m-blist-ok.html","Perodua","Viva","2007","989cc","Manual",67500,"Silver","UsedCar",2015-09-11,17800
"2010 Perodua Viva 1.0 Elite","/used-cars/2299839/2010-perodua-viva-1-0-elite.html","Perodua","Viva","2010","989cc","Automatic",97500,"Silver","UsedCar",2015-09-11,21800
"2008 - Perodua Myvi (A) 1.3 EZi ","/used-cars/2588122/2008-perodua-myvi-a-1-3-ezi-.html","Perodua","Myvi","2008","-","Automatic",70000,"Blue","UsedCar",2015-12-10,26800
"2013 - Perodua Viva (A) 1.0 Elite ","/used-cars/2588114/2013-perodua-viva-a-1-0-elite-.html","Perodua","Viva","2013","-","Automatic",20000,"Purple","UsedCar",2015-12-10,26800
"2011 - Perodua Viva (A) 1.0 EZ","/used-cars/2588105/2011-perodua-viva-a-1-0-ez.html","Perodua","Viva","2011","-","Automatic",40000,"White","UsedCar",2015-12-10,21800
"2008 - Perodua Myvi (A) 1.3 EZi ","/used-cars/2588127/2008-perodua-myvi-a-1-3-ezi-.html","Perodua","Myvi","2008","-","Automatic",70000,"Silver","UsedCar",2015-12-10,25800
"2011 - Perodua Viva (A) 1.0 EZ","/used-cars/2588107/2011-perodua-viva-a-1-0-ez.html","Perodua","Viva","2011","-","Automatic",40000,"Others","UsedCar",2015-12-10,22800
"2011 - Perodua Myvi (M) 1.3 Sxi ","/used-cars/2588132/2011-perodua-myvi-m-1-3-sxi-.html","Perodua","Myvi","2011","-","Manual",40000,"Silver","UsedCar",2015-12-10,27800
"2008 - Perodua Viva (A) 1.0 EZ","/used-cars/2588110/2008-perodua-viva-a-1-0-ez.html","Perodua","Viva","2008","-","Automatic",70000,"Blue","UsedCar",2015-12-10,17800
"2010 - Perodua Viva (M) 850.0 EX","/used-cars/2588099/2010-perodua-viva-m-850-0-ex.html","Perodua","Viva","2010","-","Manual",50000,"White","UsedCar",2015-12-10,15800
"2009 - Perodua Viva (M) 660.0 ","/used-cars/2588094/2009-perodua-viva-m-660-0-.html","Perodua","Viva","2009","-","Manual",60000,"Silver","UsedCar",2015-12-10,13800
"2001 - Perodua Kenari (A) 1.0 ","/used-cars/2588087/2001-perodua-kenari-a-1-0-.html","Perodua","Kenari","2001","-","Automatic",150000,"Black","UsedCar",2015-12-10,9800
"2008 - Perodua Kenari (M) 1.0 EZ","/used-cars/2588082/2008-perodua-kenari-m-1-0-ez.html","Perodua","Kenari","2008","-","Manual",70000,"White","UsedCar",2015-12-10,16800
"2007 - Perodua Kenari (A) 1.0 EZ","/used-cars/2588077/2007-perodua-kenari-a-1-0-ez.html","Perodua","Kenari","2007","-","Automatic",80000,"White","UsedCar",2015-12-10,17800
"2009 - Perodua Myvi 1.3 SXI","/used-cars/2512516/2009-perodua-myvi-1-3-sxi.html","Perodua","Myvi","2009","-","Manual",60000,"White","UsedCar",2015-12-10,27900
"2010 - Perodua Alza 1.5","/used-cars/2512490/2010-perodua-alza-1-5.html","Perodua","Alza","2010","-","Automatic",50000,"Black","UsedCar",2015-12-10,38800
"2009 - Perodua Myvi 1.3","/used-cars/2512452/2009-perodua-myvi-1-3.html","Perodua","Myvi","2009","-","Manual",60000,"Others","UsedCar",2015-12-10,23900
"2009 - Perodua Viva 1.0","/used-cars/2512441/2009-perodua-viva-1-0.html","Perodua","Viva","2009","-","Manual",60000,"Others","UsedCar",2015-12-10,19900
"2009 - Perodua Viva 1.0","/used-cars/2512443/2009-perodua-viva-1-0.html","Perodua","Viva","2009","-","Manual",60000,"Black","UsedCar",2015-12-10,14900
"2006 - Perodua Myvi 1.3 EZI","/used-cars/2512447/2006-perodua-myvi-1-3-ezi.html","Perodua","Myvi","2006","-","Automatic",90000,"Black","UsedCar",2015-12-10,20900
"2012 - Perodua Myvi 1.5 SE","/used-cars/2566982/2012-perodua-myvi-1-5-se.html","Perodua","Myvi","2012","-","Automatic",30000,"White","UsedCar",2015-12-10,44800
"2011 - Perodua Myvi 1.3 EZI","/used-cars/2566978/2011-perodua-myvi-1-3-ezi.html","Perodua","Myvi","2011","-","Automatic",40000,"Others","UsedCar",2015-12-10,34800
"2012 - Perodua Myvi 1.5 X","/used-cars/2566975/2012-perodua-myvi-1-5-x.html","Perodua","Myvi","2012","-","Automatic",30000,"White","UsedCar",2015-12-10,49800
"2010 - Perodua Myvi (A) 1.3 EZ","/used-cars/2492837/2010-perodua-myvi-a-1-3-ez.html","Perodua","Myvi","2010","-","Automatic",40000,"Others","UsedCar",2015-12-10,30500
"2012 - Perodua Myvi (A) 1.5 SE","/used-cars/2492836/2012-perodua-myvi-a-1-5-se.html","Perodua","Myvi","2012","-","Automatic",30000,"Others","UsedCar",2015-12-10,44500
"2009 - Perodua Myvi (A) 1.3 EZ","/used-cars/2492838/2009-perodua-myvi-a-1-3-ez.html","Perodua","Myvi","2009","-","Automatic",60000,"Others","UsedCar",2015-12-10,29500
"2013 - Perodua Viva (M) 850.0 EX","/used-cars/2492830/2013-perodua-viva-m-850-0-ex.html","Perodua","Viva","2013","-","Manual",20000,"Others","UsedCar",2015-12-10,24500
"2010 - Perodua Viva 850","/used-cars/2528535/2010-perodua-viva-850.html","Perodua","Viva","2010","-","Manual",50000,"White","UsedCar",2015-12-10,19900
"2007 - Perodua Myvi 1.3 EZI","/used-cars/2528519/2007-perodua-myvi-1-3-ezi.html","Perodua","Myvi","2007","-","Automatic",80000,"Others","UsedCar",2015-12-10,17900
"2006 - Perodua Kancil (M) 660.0 ","/used-cars/2495084/2006-perodua-kancil-m-660-0-.html","Perodua","Kancil","2006","-","Manual",90000,"Silver","UsedCar",2015-12-10,9600
"2010 - Perodua Myvi (A) 1.3 Ezi","/used-cars/2495070/2010-perodua-myvi-a-1-3-ezi.html","Perodua","Myvi","2010","-","Automatic",50000,"White","UsedCar",2015-12-10,30600
"2006 - Perodua Kenari (A) 1.0 ","/used-cars/2495069/2006-perodua-kenari-a-1-0-.html","Perodua","Kenari","2006","-","Automatic",90000,"Black","UsedCar",2015-12-10,18600
"2010 - Perodua Viva (A) 1.0 ","/used-cars/2495071/2010-perodua-viva-a-1-0-.html","Perodua","Viva","2010","-","Automatic",50000,"Black","UsedCar",2015-12-10,19600
"2007 - Perodua Myvi (A) 1.3 Ezi ","/used-cars/2495059/2007-perodua-myvi-a-1-3-ezi-.html","Perodua","Myvi","2007","-","Automatic",80000,"Black","UsedCar",2015-12-10,23600
"2009 - Perodua Viva (A) 1.0 ","/used-cars/2315008/2009-perodua-viva-a-1-0-.html","Perodua","Viva","2009","-","Automatic",60000,"Others","UsedCar",2015-12-10,23500
"2008 - Perodua Myvi (M) 1.0 SX ","/used-cars/2372006/2008-perodua-myvi-m-1-0-sx-.html","Perodua","Myvi","2008","-","Manual",70000,"Others","UsedCar",2015-12-10,23900
"2004 - Perodua Kenari (A) 1.0 ","/used-cars/2495058/2004-perodua-kenari-a-1-0-.html","Perodua","Kenari","2004","-","Automatic",100000,"Black","UsedCar",2015-12-10,13600
"2010 - Perodua Myvi (A) 1.3 EZ","/used-cars/2314963/2010-perodua-myvi-a-1-3-ez.html","Perodua","Myvi","2010","-","Automatic",50000,"Others","UsedCar",2015-12-10,29500
"2006 - Perodua Kancil (M) 850.0 ","/used-cars/2314956/2006-perodua-kancil-m-850-0-.html","Perodua","Kancil","2006","-","Manual",90000,"Others","UsedCar",2015-12-10,10900
"2004 - Perodua Kelisa (A) 1.0 ","/used-cars/2090851/2004-perodua-kelisa-a-1-0-.html","Perodua","Kelisa","2004","-","Automatic",120000,"Others","UsedCar",2015-12-10,16200
"2012 Perodua Alza 1.5 EZi Wagon","/used-cars/2621868/2012-perodua-alza-1-5-ezi-wagon.html","Perodua","Alza","2012","1495cc","Automatic",77500,"White","UsedCar",2015-12-10,43000
"2008 Perodua Myvi M300 1.3 SE Hatchback","/used-cars/2621842/2008-perodua-myvi-m300-1-3-se-hatchback.html","Perodua","Myvi","2008","1298cc","Automatic",112500,"Black","UsedCar",2015-12-10,27000
"2010 Perodua Myvi M300 1.3 EZi Hatchback","/used-cars/2621847/2010-perodua-myvi-m300-1-3-ezi-hatchback.html","Perodua","Myvi","2010","1298cc","Automatic",87500,"Grey","UsedCar",2015-12-10,31000
"2012 Perodua Myvi M600 1.5 SE Hatchback","/used-cars/2581612/2012-perodua-myvi-m600-1-5-se-hatchback.html","Perodua","Myvi","2012","1495cc","Automatic",92500,"White","UsedCar",2015-12-10,40000
"2010 Perodua Myvi M300 1.3 SE Hatchback","/used-cars/2581592/2010-perodua-myvi-m300-1-3-se-hatchback.html","Perodua","Myvi","2010","1298cc","Automatic",102500,"White","UsedCar",2015-12-10,29800
"2012 Perodua Viva 989 EZi Hatchback","/used-cars/2562155/2012-perodua-viva-989-ezi-hatchback.html","Perodua","Viva","2012","989cc","Automatic",112500,"White","UsedCar",2015-12-10,25800
"2010 Perodua Myvi M300 1.3 SE Hatchback","/used-cars/2581578/2010-perodua-myvi-m300-1-3-se-hatchback.html","Perodua","Myvi","2010","1298cc","Automatic",167500,"White","UsedCar",2015-12-10,29800
